Date,PA1436583006-DIVMOM,US22160K1051-DIVMOM,US4581401001-DIVMOM,AN8068571086-DIVMOM,PA1436583006-EBITDA2EV,US22160K1051-EBITDA2EV,US4581401001-EBITDA2EV,AN8068571086-EBITDA2EV,PA1436583006-SLW,US22160K1051-SLW,US4581401001-SLW,AN8068571086-SLW,PA1436583006-FST,US22160K1051-FST,US4581401001-FST,AN8068571086-FST
2004-12-10,0.014710103883224312,0.010207229505499632,0.02122842365452921,0.028180302739988502,,,,,0.17856372654733677,0.24822695035460995,-0.20198089847895295,0.02740172891861037,0.018639328984156656,-0.032573289902280034,-0.04769945124525121,-0.04051789794364058
2004-12-13,0.01492664734128824,0.010298333840733686,0.02122842365452921,0.028180302739988502,0.32713875918344254,37.671920671920674,-7.838413124594826,0.505913112458414,0.20182688125271864,0.23407601572739178,-0.18066618392469236,0.05464121132323907,0.05017103762827824,-0.05347808604744675,-0.0479596129575095,0.005491919033422166
2004-12-14,0.01492664734128824,0.010298333840733686,0.02122842365452921,0.028180302739988502,,,,,0.21678014495936737,0.26464379947229566,-0.15089514066496168,0.0618371675640399,0.06436119116234384,-0.014394406744807742,-0.025167785234899376,0.015288611544461927
2004-12-15,0.01492664734128824,0.010298333840733686,0.02122842365452921,0.028180302739988502,,,,,0.20470019767186476,0.2759894459102903,-0.154548776032152,0.07896883667808763,0.06257264626113912,-0.012456606085358368,-0.0485197368421052,0.02447714949651436
2004-12-16,0.01492664734128824,0.010298333840733686,0.02122842365452921,0.028180302739988502,,,,,0.22010928961748633,0.2732342007434947,-0.17137681159420293,0.04365838113448062,0.08367307318967199,-0.008273009307135482,-0.07782258064516123,0.00337009803921573
2004-12-17,0.014946333110203141,0.010480542511201795,0.02122842365452921,0.028180302739988502,,,,,0.2632520688883917,0.28606027987082894,-0.17708709794000732,0.056898774983881184,0.10962671905697441,0.0065290648694187325,-0.05753311258278149,-0.008018154311648984
2004-12-20,0.015153033683809618,0.010560258804531592,0.02122842365452921,0.028180302739988502,0.3224065394400861,23.759894520675815,-8.019594633410103,0.49429547077958846,0.2910904556789844,0.26657824933687,-0.17062477164778955,0.07200647249190939,0.12327416173570027,-0.023517382413087873,-0.05809128630705407,-0.0007541478129713397
2004-12-21,0.015153033683809618,0.010560258804531592,0.02122842365452921,0.028180302739988502,,,,,0.30188251304150593,0.28364998662028373,-0.11890472618154546,0.0711550733886408,0.10448335578218204,-0.03461461058563087,0.005134788189987027,0.015733736762481243
2004-12-22,0.015153033683809618,0.010560258804531592,0.02122842365452921,0.028180302739988502,,,,,0.2957494407158836,0.25551470588235303,-0.11342155009451793,0.03476227591582215,0.09118311981914107,-0.035894333534986944,-0.006776789495976265,-0.011614055985705751
2004-12-23,0.015153033683809618,0.010560258804531592,0.02122842365452921,0.028180302739988502,,,,,0.30020192954902414,0.24868559411146163,-0.11769115442278866,0.05476003147128261,0.09174830444611914,-0.04214559386973182,-0.002964845404489602,-0.0019356759976175697
2004-12-24,0.015182562337181972,0.010753855516903957,0.02122842365452921,0.028180302739988502,,,,,0.31346328195829565,0.25694628208520776,-0.09704641350210974,0.0743708927712774,0.09608473614526214,-0.043110394842868716,0.014218009478673022,-0.0007453786523553552
2004-12-27,0.015379420026330998,0.010822183768329498,0.02203373663945622,0.028180302739988502,0.3195597288712436,28.280230539545865,3.8934500343592897,0.49634393060714777,0.30751811594202905,0.2388410336726703,-0.11054444423300158,0.06535101908767382,0.08595072409253346,-0.039854339469957534,0.013443191673894184,-0.003027550711474425
2004-12-28,0.015379420026330998,0.010822183768329498,0.02203373663945622,0.028180302739988502,,,,,0.3182226211849193,0.25620266388090895,-0.12217194570135737,0.038690476190476275,0.10809281267685344,-0.010288065843621408,0.04021447721179627,0.010361115343592964
2004-12-29,0.015379420026330998,0.010822183768329498,0.02203373663945622,0.028180302739988502,,,,,0.31647855530474045,0.26388168137000534,-0.15546676353069377,0.08606158833063215,0.08300835654596095,-0.018438287153652366,0.006493506493506329,0.053119597674053054
2004-12-30,0.015379420026330998,0.010822183768329498,0.02203373663945622,0.028180302739988502,,,,,0.3280785926433629,0.2719873982672618,-0.14364640883977897,0.08018715714746705,0.07033695452034627,-0.015043708070745954,0.023778071334213946,0.0789685737308623
2004-12-31,0.015418791564160803,0.01102716852260612,0.02206875024749652,0.028180302739988502,,,,,0.31967025417907036,0.27260778128286,-0.12983630952380942,0.07205764611689358,0.05510801904064455,0.01022537562604331,-0.021748222501045578,0.054829053095950986
2005-01-03,0.015605806368852377,0.011084108732127404,0.022839049624383222,0.028136854797673246,0.3215586766948679,21.945446707619354,4.067876669461403,0.94379710694413,0.3189873417721518,0.2608581205580416,-0.12447817836812147,0.05327868852459017,0.040675503904122,-0.007870753935377062,-0.039150354019158784,0.014046717171717127
2005-01-04,0.015605806368852377,0.011084108732127404,0.022839049624383222,0.028136854797673246,,,,,0.3227451889635984,0.24907063197026025,-0.13471106008419442,0.08288043478260865,0.0420091324200913,-0.02122347066167296,-0.03705281090289614,0.024257028112449674
2005-01-05,0.015605806368852377,0.011084108732127404,0.022839049624383222,0.028136854797673246,,,,,0.33466135458167323,0.2591999999999999,-0.1298095608239409,0.09277293695540756,0.039802811758261836,-0.03435582822085892,-0.026944806605823546,0.026810081875100256
2005-01-06,0.015605806368852377,0.011084108732127404,0.022839049624383222,0.028136854797673246,,,,,0.343640196767393,0.27461415646620546,-0.1374807987711213,0.09467852946113808,0.05112699285321609,-0.004158004158004269,-0.013181019332161759,0.030173775671406
2005-01-07,0.01565502079113963,0.011300481528308284,0.022909076840463827,0.028134965756703018,,,,,0.33689839572192515,0.26741393114491596,-0.13242009132420096,0.07350456235214597,0.052150045745654294,-0.0006313131313131493,0.010638297872340496,0.008572789331639852
2005-01-10,0.015832192711373757,0.01134603369592531,0.023644362609310226,0.02809340685535799,0.32278544446069546,26.216548865114003,4.186669453890486,0.947736958411085,0.3145833333333332,0.2718524458700884,-0.12671755725190836,0.09470799794485352,0.027687296416938123,0.010620220900594779,0.011047282368537248,-0.0024968789013731785
2005-01-11,0.015832192711373757,0.01134603369592531,0.023644362609310226,0.02809340685535799,,,,,0.3145066791656903,0.303581267217631,-0.13240954580446507,0.10286707211120771,0.012454873646209563,-0.012726893386188154,-0.030120481927710774,-0.02473878303626309
2005-01-12,0.015832192711373757,0.01134603369592531,0.023644362609310226,0.02809340685535799,,,,,0.3525301204819278,0.33286595625350546,-0.1250472232716282,0.14237288135593218,0.023336371923427635,-0.01716294458229939,0.0008643042350906516,-0.03175563284439731
2005-01-13,0.015832192711373757,0.01134603369592531,0.023644362609310226,0.02809340685535799,,,,,0.38378378378378364,0.3108182317408017,-0.1404896421845575,0.15759105661738193,0.008957362952346726,-0.004379562043795637,-0.0021862702229995534,-0.01984732824427482
2005-01-14,0.015891250018118464,0.011573794534010447,0.023749403433431137,0.028089628773417533,,,,,0.396778916544656,0.33637873754152836,-0.1710478934101548,0.15728923242854553,0.013456090651558172,0.010043942247332183,0.010979358805445871,-0.018148543541253614
2005-01-15,0.015891250018118464,0.011573794534010447,0.023749403433431137,0.028089628773417533,,,,,0.39882697947214085,0.3206566347469222,-0.16503445774392456,0.13544973544973526,0.005092186128182519,0.010890052356020918,0.014096916299559448,-0.028226415094339652
2005-01-17,0.016058579053895135,0.011607958659723217,0.02444967559423723,0.028049958913042735,,,,,0.396438155647719,0.33823121707790404,-0.1610787172011663,0.12218929754226937,-0.0027874564459929863,0.0062539086929331855,-0.020008514261387722,-0.04110813226094734
2005-01-18,0.016058579053895135,0.011607958659723217,0.02444967559423723,0.028049958913042735,,,,,0.4082178458546073,0.3707112970711297,-0.15162721893491116,0.12565445026178024,0.0,0.027818448023426035,-0.021748400852878436,-0.02832178366978
2005-01-19,0.016058579053895135,0.011607958659723217,0.02444967559423723,0.028049958913042735,,,,,0.42110381716508627,0.34895397489539737,-0.16420118343195256,0.13176265270506105,0.008628127696289845,0.018105263157894624,-0.03993203058623607,-0.03252275100701185
2005-01-20,0.016127479245097293,0.011847107539712609,0.024589730026398443,0.02804429179013205,,,,,0.4400996264009964,0.3446820483961732,-0.1587183308494784,0.125414268271411,-0.002243313201035435,0.006105263157894614,-0.04078164825828379,-0.037445919737431055
2005-01-21,0.016127479245097293,0.011847107539712609,0.024589730026398443,0.02804429179013205,,,,,0.4065362713542957,0.2780983786754603,-0.17421731123388573,0.1334151472650773,-0.016106685140284016,-0.02001685630004224,-0.04065040650406504,-0.018372304889158753
2005-01-24,0.016284965396416513,0.011869883623521123,0.025254988579164233,0.02800651097072748,0.32649143432031763,89.01547473334499,4.850109538586304,0.9257222774404986,0.37291925465838505,0.27108433734939763,-0.1888601991884914,0.1558053750219568,-0.05924412665985701,-0.03492723492723493,-0.055412371134020755,-0.007691147639873441
2005-01-25,0.016284965396416513,0.011869883623521123,0.025254988579164233,0.02800651097072748,,,,,0.3679900744416875,0.2831834287271737,-0.18788763225100324,0.16795502459592404,-0.05469821673525377,-0.03346335454732097,-0.04258064516129023,-0.007909267273541243
2005-01-26,0.016284965396416513,0.011869883623521123,0.025254988579164233,0.02800651097072748,,,,,0.37726161369193156,0.2961138478379859,-0.18620689655172407,0.18250883392226158,-0.030965078272836788,-0.022497420020639924,-0.035698924731182746,-0.00029873039581773675
2005-01-27,0.016284965396416513,0.011869883623521123,0.025254988579164233,0.02800651097072748,,,,,0.37860082304526754,0.28307525129041,-0.195746214852199,0.1637366425370561,-0.01179941002949847,-0.024375129105556725,-0.046173578452330166,0.008513816280806497
2005-01-28,0.016363708472076122,0.012120420545414772,0.025430056619365753,0.027998954806846565,,,,,0.35596461869471674,0.266470273165506,-0.20854092526690404,0.1375975568374619,-0.010294887454196489,-0.012734864300626314,-0.03597745990463819,0.043579766536964826
2005-01-31,0.016511351738937894,0.01213180858731903,0.026060301564091237,0.027963063028412224,0.3212897773115478,32.307636167478464,4.749338914302889,0.9001469498568561,0.37044967880085644,0.26255341880341887,-0.2086711314769123,0.17068134893324172,0.009640666082384008,0.004889455782312924,-0.0070765148164528835,0.06712672521957352
2005-02-01,0.016511351738937894,0.01213180858731903,0.026060301564091237,0.027963063028412224,,,,,0.3276386613620408,0.2335172051484109,-0.20457644991212653,0.20087873462214412,-0.0038630377524144777,-0.005506141465480674,0.010710138454667284,0.06832395247029388
2005-02-02,0.016511351738937894,0.01213180858731903,0.026060301564091237,0.027963063028412224,,,,,0.3269185637174372,0.24459102902374674,-0.209106830122592,0.22651740423298938,-0.014295676429567639,-0.015240083507306879,0.005342831700801298,0.07529520012268076
2005-02-03,0.016511351738937894,0.01213180858731903,0.026060301564091237,0.027963063028412224,,,,,0.3149495423609481,0.2234828496042216,-0.21611208406304738,0.23106524400909567,-0.02556521739130435,-0.02358391240261115,-0.018421052631579005,0.1078230757122618
2005-02-04,0.016599937699054955,0.012393733551116936,0.02627038321233306,0.02795361782356108,,,,,0.3343565525383707,0.21080230728893556,-0.1881397811507236,0.21955432717222312,-0.00493044550096855,-0.029424127784783538,0.005244755244755206,0.10450563204004992
2005-02-07,0.016737738081459272,0.012393733551116936,0.02686561454901824,0.027919615086096968,0.32245507626850134,262.44593375434977,4.401692801504712,0.8823224663583306,0.35453895639742683,0.18875709128416718,-0.18207782934666195,0.2201610080504024,0.013549652344446494,-0.025781910397294938,0.016415261756876687,0.09847171892232542
2005-02-08,0.016737738081459272,0.012393733551116936,0.02686561454901824,0.027919615086096968,,,,,0.34310427679000477,0.16891719745222944,-0.14593214155417733,0.25413774693005875,-0.004097630500623617,-0.03471491689459283,0.01079447322970628,0.10057785413087617
2005-02-09,0.016737738081459272,0.012393733551116936,0.02686561454901824,0.027919615086096968,,,,,0.3176638176638178,0.16542893725992314,-0.17199715707178398,0.24764945893205614,-0.01455965909090906,-0.04671135316296615,0.021034180543382908,0.09548286604361356
2005-02-10,0.016737738081459272,0.012393733551116936,0.02686561454901824,0.027919615086096968,,,,,0.27582186989974344,0.16573462125063543,-0.18260869565217386,0.26070441988950255,-0.044025157232704504,-0.04992749119535955,0.020851433536055675,0.1342031686859273
2005-02-11,0.016836166926033784,0.012393733551116936,0.027110709805300368,0.027908280840275596,,,,,0.2837993991217933,0.15955056179775284,-0.166264229044498,0.2683937823834197,-0.029524807826694754,-0.03791174642635187,0.04995655951346656,0.14072693383038226
2005-02-14,0.01696412442398065,0.012393733551116936,0.027670927533945244,0.027876167143781713,0.3248558600321773,75.06332940135653,3.5997099165487594,0.8507358739946572,0.29280742459396736,0.1433136676499509,-0.14401408450704223,0.25811464088397784,-0.02655485674353608,-0.03646157033354058,0.05603822762814947,0.13187325256290783
2005-02-15,0.01696412442398065,0.012393733551116936,0.027670927533945244,0.027876167143781713,,,,,0.3042675893886966,0.12926477654973567,-0.14560055865921795,0.2434931506849316,-0.023825966850828828,-0.04354904354904354,0.0666957279860505,0.12589147286821722
2005-02-16,0.01696412442398065,0.012393733551116936,0.027670927533945244,0.027876167143781713,,,,,0.29988465974625145,0.12782316194137433,-0.1571229050279329,0.2652397260273973,-0.03592814371257491,-0.029363110008271298,0.06814159292035393,0.13939861218195837
2005-02-17,0.01696412442398065,0.012393733551116936,0.027670927533945244,0.027876167143781713,,,,,0.30341780981167177,0.12548828125,-0.1557699178277956,0.2330494037478703,-0.030439294361812474,-0.03536304666248169,0.04650132860938894,0.12182269063856177
2005-02-18,0.017072396153012613,0.012393733551116936,0.027951036398267678,0.027862943856990112,,,,,0.27614678899082556,0.1044128285507595,-0.15511783327470985,0.2271361815754338,-0.020594965675057253,-0.015265534293700256,0.07136485280999105,0.1373549883990719
2005-02-21,0.01719051076650203,0.012393733551116936,0.028476240518872247,0.027832719201466457,,,,,0.2773186409550046,0.10202117420596712,-0.1458036984352774,0.18158444480154268,0.006876583423814697,-0.013356311934511034,0.09231468849477031,0.11747720364741654
2005-02-22,0.01719051076650203,0.012393733551116936,0.028476240518872247,0.027832719201466457,,,,,0.19420482194204824,0.09134615384615374,-0.1400651465798045,0.17185232951797502,-0.020678396517322728,-0.035683942225998244,0.06738544474393526,0.09341155234657039
2005-02-23,0.01719051076650203,0.012393733551116936,0.028476240518872247,0.027832719201466457,,,,,0.18762430939226515,0.08638743455497377,-0.15665701881331406,0.19461464043856824,-0.045979052014912036,-0.03610641891891897,0.03969669937555742,0.10697743911549384
2005-02-24,0.01719051076650203,0.012393733551116936,0.028476240518872247,0.027832719201466457,,,,,0.18185801928133216,0.11286465805834522,-0.1388081395348837,0.21808424134005544,-0.052853380158033425,-0.01460935845860678,0.06230389959659344,0.10930094786729883
2005-02-25,0.017308625379991446,0.012393733551116936,0.028791362991234984,0.027817606873704628,,,,,0.1988176045544121,0.10512577123872813,-0.14087018544935803,0.22894308943089436,-0.034732016925246856,-0.015225206174666939,0.08318345323741005,0.12721849366144666
2005-02-28,0.01741689710902341,0.012393733551116936,0.02928155350379925,0.0277892712591512,0.32865715043363,65.88533341961367,3.752570850908077,0.8265020283120509,0.16695278969957084,0.08626719515038483,-0.15883590462833108,0.19288537549407114,-0.055902777777777746,-0.014385445314152756,0.06859688195991098,0.10890652557319225
2005-03-01,0.01741689710902341,0.012393733551116936,0.02928155350379925,0.0277892712591512,,,,,0.16388532306375692,0.09880028228652082,-0.11914132379248654,0.1871214536181065,-0.04107174334567243,-0.005323679727427644,0.08794598273073562,0.09000439045807118
2005-03-02,0.01741689710902341,0.012393733551116936,0.02928155350379925,0.0277892712591512,,,,,0.1570424035797997,0.07651841224294609,-0.11735061195104401,0.19838760670249767,-0.039617969579059054,-0.04557981768072927,0.08591674047829945,0.08114660581859656
2005-03-03,0.01741689710902341,0.012393733551116936,0.02928155350379925,0.0277892712591512,,,,,0.14276595744680853,0.06844741235392315,-0.10518626734842951,0.24090399102420257,-0.041406389434231694,-0.033858097908130214,0.09472743521000893,0.10002841716396715
2005-03-04,0.017544854606970275,0.012393733551116936,0.029631689584202293,0.027772269890419143,,,,,0.14474244359301847,0.09170731707317059,-0.10579710144927545,0.251604621309371,-0.04831003362236763,-0.0307492420961456,0.07304347826086954,0.10481586402266307
2005-03-07,0.017643283451544787,0.012393733551116936,0.030086866488726254,0.027745823316835946,0.3282183970005151,-30.88418721752055,3.257463286399183,0.8144525350135194,0.15936170212765965,0.08159300631374444,-0.09021739130434792,0.20910092898756116,-0.04151275285839928,-0.03383947939262477,0.09602793539938892,0.10140562248995999
2005-03-08,0.017643283451544787,0.012393733551116936,0.030086866488726254,0.027745823316835946,,,,,0.1399288851704663,0.12698801076584298,-0.08216136195410806,0.19817121236008206,-0.025044722719141266,0.0039232781168265785,0.05937633489961547,0.07847310912445016
2005-03-09,0.017643283451544787,0.012393733551116936,0.030086866488726254,0.027745823316835946,,,,,0.11796695252039324,0.12118977384464102,-0.05658944170148117,0.15979867882982068,-0.03693693693693689,0.00219731927049005,0.06609442060085824,0.048485710223233225
2005-03-10,0.017643283451544787,0.012393733551116936,0.030086866488726254,0.027745823316835946,,,,,0.12256850031374178,0.10004916420845622,-0.056209646790732926,0.15036174897766608,-0.01918859649122806,-0.024204099433057125,0.057446808510638325,0.0016433853738702098
2005-03-11,0.017781083833949104,0.012393733551116936,0.0304720161771696,0.02772693290713366,,,,,0.13029794376835935,0.10174062270164264,-0.0731520490233627,0.15293185419968292,-0.0302430243024302,-0.03229974160206717,0.0012412081092261218,-0.009395424836601274
2005-03-14,0.017869669794066168,0.012393733551116936,0.030892179473653258,0.02770237537452069,0.32926500323441393,-156.32719177030555,3.615198779261722,0.8498671444367611,0.13687973086627414,0.10343160947317531,-0.07858769931662868,0.15883100381194404,-0.029612347451543397,-0.018275639647387654,-0.0016454134101192563,0.00123507616302998
2005-03-15,0.017869669794066168,0.012393733551116936,0.030892179473653258,0.02770237537452069,,,,,0.16598930481283425,0.12848605577689254,-0.08924485125858128,0.14645088928056404,-0.03590378493102231,-0.03574468085106386,-0.024111156518185517,-0.014734232993665719
2005-03-16,0.017869669794066168,0.012393733551116936,0.030892179473653258,0.02770237537452069,,,,,0.18709677419354853,0.11069651741293529,-0.11403838916070763,0.15127388535031838,-0.020408163265306145,-0.04878568385172555,-0.024855012427506318,-0.021518473406414995
2005-03-17,0.017869669794066168,0.012393733551116936,0.030892179473653258,0.02770237537452069,,,,,0.1890963726121484,0.08157765801077899,-0.1078506097560975,0.1472992466741465,-0.011773100249732549,-0.04229934924078094,-0.009310198899703748,-0.01105277701022378
2005-03-18,0.018017313060927936,0.012393733551116936,0.031312342770136906,0.027681595923848175,,,,,0.18653971001947633,0.059137178865729556,-0.10443764345830142,0.15195763799743278,-0.014557872034507535,-0.045851528384279305,-0.0253955037468776,-0.023663810689514397
2005-03-21,0.018096056136587546,0.012393733551116936,0.03169749245858026,0.027658927432205434,0.33557906891034217,-19.387042414433285,4.019865942231931,0.8674961143608072,0.12396514161220051,0.05826193390452872,0.0051325919589393365,0.11955324838760428,-0.07278936017253768,-0.0561135371179039,-0.02164862614487928,-0.032095743234054175
2005-03-22,0.018096056136587546,0.012393733551116936,0.03169749245858026,0.027658927432205434,,,,,0.1471294477188385,0.059785261102977216,-0.005615550755939447,0.1025127177431786,-0.02667160585293582,-0.04339207048458149,-0.031144781144781253,-0.0160957490713991
2005-03-23,0.018096056136587546,0.012393733551116936,0.03169749245858026,0.027658927432205434,,,,,0.1359457092819616,0.07631708517971436,0.029036515618125813,0.07533507934062555,-0.034425009304056564,-0.04227820372398683,0.00343200343200345,-0.057902550951545506
2005-03-24,0.018096056136587546,0.012393733551116936,0.03169749245858026,0.027658927432205434,,,,,0.11930823117338019,0.07230693556320711,0.011785246617197709,0.07738461538461539,-0.05209492028179452,-0.06317146540610219,-0.021940928270042126,-0.0650200267022697
2005-03-25,0.018253542287906765,0.012393733551116936,0.032152669363104215,0.02763625894056269,,,,,0.11224711768544715,0.06289614822038025,-0.002581755593803692,0.070795107033639,-0.06611872146118714,-0.06377496242216019,-0.03777501037775011,-0.07343212490076734
2005-03-28,0.018322442479108924,0.012393733551116936,0.03250280544350726,0.02761547948989018,0.3362000316567913,-43.548289136013686,4.140255232408602,0.871231887521613,0.13474240422721273,0.08019441069258826,0.03280141843971651,0.10366328916601697,-0.052225082751011453,-0.04593260356299633,-0.02876198416006659,-0.061630218687872884
2005-03-29,0.018322442479108924,0.012393733551116936,0.03250280544350726,0.02761547948989018,,,,,0.13630348478164978,0.08681829298116894,-0.005156854318865589,0.06598194833488935,-0.05294117647058816,-0.04859773067865558,-0.05970755483346879,-0.08029001074113862
2005-03-30,0.018322442479108924,0.012393733551116936,0.03250280544350726,0.02761547948989018,,,,,0.1691822482541112,0.10622080157364144,0.036171151301279014,0.10061894937311533,-0.04419889502762431,-0.0006663705019991362,-0.04200652528548132,-0.08521303258145374
2005-03-31,0.018322442479108924,0.012393733551116936,0.03250280544350726,0.02761547948989018,,,,,0.1775,0.10009960159362552,0.011319111885067512,0.12984931067649885,-0.03537516291193443,-0.01383928571428561,-0.051836734693877506,-0.08964091965900278
2005-04-01,0.018489771514885595,0.012393733551116936,0.032992995956071525,0.027590921957277206,,,,,0.1170259568851737,0.0597773475314618,-0.011173184357541777,0.11906250000000007,-0.05578281889178138,-0.021671134941912418,-0.06766612641815228,-0.08179487179487177
2005-04-04,0.018548828821630305,0.012393733551116936,0.033308118428434265,0.027572031547574923,0.3399322368657752,-158.5053319841208,4.383065244664309,0.8642925498021395,0.09008031256783156,0.09585052171802944,-0.022591645353793766,0.10663983903420515,-0.07836300238575888,0.013920071845532123,-0.08681800079649538,-0.06888917827842178
2005-04-05,0.018548828821630305,0.012393733551116936,0.033308118428434265,0.027572031547574923,,,,,0.09258071413299129,0.10909090909090913,-0.04583144259725258,0.09359073359073355,-0.062385321100917435,0.0065132435953103585,-0.0673387096774194,-0.06828947368421046
2005-04-06,0.018548828821630305,0.012393733551116936,0.033308118428434265,0.027572031547574923,,,,,0.09976399914181511,0.13682141979857532,-0.05455291222313363,0.12126865671641807,-0.04097287184284382,0.01468976101732089,-0.072061191626409,-0.021969080553295273
2005-04-07,0.018548828821630305,0.012393733551116936,0.033308118428434265,0.027572031547574923,,,,,0.10471881060116361,0.14111922141119204,-0.0598393574297188,0.10159764231425461,-0.04471771939631075,0.04804469273743006,-0.0579476861167002,-0.02898550724637683
2005-04-08,0.018726000741864427,0.012393733551116936,0.033833322549038834,0.027545584973991722,,,,,0.11541830924222518,0.13436502087939073,-0.03640877120397201,0.08051305825992894,-0.05457583070354555,0.02759234534935473,-0.03760330578512394,-0.038900343642611634
2005-04-11,0.018775215164151683,0.012393733551116936,0.03411343141336127,0.027528583605259668,0.3385936386791426,48.94171653808253,4.25491968913197,0.8754091014365164,0.10600087604029795,0.12515188335358451,-0.03546099290780136,0.11093577402556432,-0.06602552247087112,0.014016644765659336,-0.04738360115368767,-0.0350877192982455
2005-04-12,0.018775215164151683,0.012393733551116936,0.03411343141336127,0.027528583605259668,,,,,0.140607424071991,0.14289233801428924,-0.019011406844106626,0.10589918906026385,-0.06989543203081994,0.023609885260370778,-0.027638190954773822,-0.02795248078266943
2005-04-13,0.018775215164151683,0.012393733551116936,0.03411343141336127,0.027528583605259668,,,,,0.14977064220183478,0.15148465022647195,0.002195871761089263,0.12158647594278271,-0.09184782608695652,0.024860022396416603,-0.030586236193712812,-0.0456431535269709
2005-04-14,0.018775215164151683,0.012393733551116936,0.03411343141336127,0.027528583605259668,,,,,0.1468144044321329,0.13013187360039824,-0.003544528134692193,0.10701107011070121,-0.10324909747292421,0.02876557191392992,-0.039299444681760054,-0.03604358759430004
2005-04-15,0.018962229968843256,0.012393733551116936,0.034673649142006144,0.027500247990706238,,,,,0.10568181818181821,0.09762662099339381,-0.01863354037267073,0.08636363636363642,-0.11271201896771843,0.02654462242562916,-0.05510465612985904,-0.06783674606491163
2005-04-18,0.01900160150667306,0.012393733551116936,0.03491874439828827,0.027485135662944412,0.3427979705436264,-37.761339613544486,4.94773339001893,0.9085544386004842,0.12176699473563746,0.09409730797727822,0.002256317689530718,0.10295081967213116,-0.050009691800736666,0.02475133009484165,-0.0548936170212766,-0.05465786145847973
2005-04-19,0.01900160150667306,0.012393733551116936,0.03491874439828827,0.027485135662944412,,,,,0.13969732246798605,0.08397135095085195,0.06544256120527314,0.13911592994161803,-0.06850618458610835,0.010591756850103717,-0.016941789748045166,-0.04516219239373587
2005-04-20,0.01900160150667306,0.012393733551116936,0.03491874439828827,0.027485135662944412,,,,,0.10417146808020261,0.057942548490056645,0.051020408163265474,0.12666666666666648,-0.0767007130468299,-0.014409881061299035,-0.031209918768704603,-0.03151862464183386
2005-04-21,0.01900160150667306,0.012393733551116936,0.03491874439828827,0.027485135662944412,,,,,0.15187831297533982,0.08077584090351109,0.08348794063079779,0.17100000000000004,-0.02249168785448863,0.009633027522935711,0.007765314926660993,0.0032843067256891345
2005-04-22,0.019198459195822085,0.012393733551116936,0.035513975734973446,0.027454911007420753,,,,,0.1194267515923566,-0.015923566878980888,0.08496732026143783,0.17924842035251087,-0.03755133972227653,-0.07866972477064216,0.0025884383088869978,0.012708839068970468
2005-04-25,0.019227987849194442,0.012393733551116936,0.035724057383215276,0.027441687720629156,0.3423043927878521,-10.687257593013431,4.073167559386565,0.8623015298961172,0.10893098782138022,0.0031469377874604465,0.08838160769910264,0.21711084705482953,-0.04598370197904533,-0.06771653543307099,0.0047210300429183505,0.01271186440677985
2005-04-26,0.019227987849194442,0.012393733551116936,0.035724057383215276,0.027441687720629156,,,,,0.07214877884830839,-0.0016802688430147539,0.04950495049504955,0.16700000000000004,-0.07123447204968947,-0.06413141314131399,0.007343412526997994,0.022189781021897836
2005-04-27,0.019227987849194442,0.012393733551116936,0.035724057383215276,0.027441687720629156,,,,,0.04899777282850781,-0.021723730814639963,0.06815084052703324,0.14560026715645358,-0.09248554913294793,-0.07912869526561461,0.0008514261387826405,-0.010670511896178736
2005-04-28,0.019227987849194442,0.012393733551116936,0.035724057383215276,0.027441687720629156,,,,,0.07039106145251384,-0.04952830188679247,0.07261794634597596,0.11817587446878064,-0.07546805635977616,-0.08782254413761892,-0.0017219113215668491,-0.0293700340522135
2005-04-29,0.019434688422800918,0.012393733551116936,0.036354302327940756,0.02740957402413527,,,,,0.09596412556053813,-0.028455284552845517,0.07446322521699411,0.13355426677713322,-0.0374163056321386,-0.07216259419958893,0.022164276401564376,-0.04481988271432569
2005-05-02,0.01945437419171582,0.012393733551116936,0.03652937036814228,0.0273982397783139,0.34446007720276756,-10.25042158091585,4.116241277124558,0.8828416493107191,0.09486431935411521,-0.01948206224756477,0.08675588371019849,0.15154519914063802,-0.02787733970529671,-0.0861381753764392,0.027038813781072868,-0.025454545454545396
2005-05-03,0.01945437419171582,0.012393733551116936,0.03652937036814228,0.0273982397783139,,,,,0.08211598052235503,0.0,0.0856492027334852,0.10460934946060796,-0.043248532289628216,-0.09318377911993103,0.03026372676178113,-0.045615026126253455
2005-05-04,0.01945437419171582,0.012393733551116936,0.03652937036814228,0.0273982397783139,,,,,0.1060773480662982,0.010372465818010213,0.10748736793752878,0.10151222651222658,-0.023605150214592308,-0.07389801210025937,0.04598698481561825,-0.05061009428729901
2005-05-05,0.01945437419171582,0.012393733551116936,0.03652937036814228,0.0273982397783139,,,,,0.10449735449735464,0.01664684898929858,0.10172570390554059,0.11289545527541334,-0.022820362785254567,-0.08848614072494665,0.036309269542930345,-0.024218529991551607
2005-05-06,0.019670917649779747,0.012393733551116936,0.037194628920908065,0.027364237040849785,,,,,0.10634534600928602,0.02608279492701615,0.1337962962962962,0.12945406995750242,-0.01747496563911255,-0.07145950627977471,0.051524259338771916,-0.011727688787185442
